art_style,emotion,painting,repetition,utterance,version,split,tokens_len,utterance_spelled,emotion_label,image_file,grounding_emotion
Early_Renaissance,sadness,filippo-brunelleschi_sketches-of-the-machines-1(1),1,"It looks like an old child's toy, which brings a strange sense of nostalgia",new,train,15,it looks like an old child 's toy which brings a strange sense of nostalgia,7,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Early_Renaissance/filippo-brunelleschi_sketches-of-the-machines-1(1).jpg,sadness
Cubism,fear,auguste-herbin_dessert-1913,5,There seems to be a contrasting disorder rather than just order in the first picture.,new,test,15,there seems to be a contrasting disorder rather than just order in the first picture,6,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Cubism/auguste-herbin_dessert-1913.jpg,fear
Baroque,sadness,jan-steen_lean-kitchen,7,"the people lack something, you can feel the struggle",new,val,9,the people lack something you can feel the struggle,7,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Baroque/jan-steen_lean-kitchen.jpg,sadness
Art_Nouveau_Modern,sadness,raphael-kirchner_favorite-1,3,this young woman with black hair and white dress with cigarette looks awful and miserable,new,train,15,this young woman with black hair and white dress with cigarette looks awful and miserable,7,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Art_Nouveau_Modern/raphael-kirchner_favorite-1.jpg,sadness
Mannerism_Late_Renaissance,awe,correggio_virgin-and-child-with-an-angel-madonna-del-latte-1524,10,The mother having a very happy smile on her face while nursing her children is a very cute and beautiful vision of the bond between mother and baby.,new,train,28,the mother having a very happy smile on her face while nursing her children is a very cute and beautiful vision of the bond between mother and baby,1,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Mannerism_Late_Renaissance/correggio_virgin-and-child-with-an-angel-madonna-del-latte-1524.jpg,awe
Color_Field_Painting,fear,charles-hinman_untitled-from-the-on-the-bowery-portfolio-1969,11,little bit fear ho to handle this one,new,train,8,little bit fear ho to handle this one,6,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Color_Field_Painting/charles-hinman_untitled-from-the-on-the-bowery-portfolio-1969.jpg,fear
Romanticism,fear,sir-lawrence-alma-tadema_the-education-of-the-children-of-clovis-1861,11,There seems to be a sense of murder about the knife throwing,new,train,12,there seems to be a sense of murder about the knife throwing,6,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Romanticism/sir-lawrence-alma-tadema_the-education-of-the-children-of-clovis-1861.jpg,fear
Northern_Renaissance,sadness,martin-schongauer_altar-of-omgeving-1491,30,The wounds apparent in the painting coupled with the second subject carefully checking the would in the abdomen area bring about a feeling of sadness in the painting.,new,train,28,the wounds apparent in the painting coupled with the second subject carefully checking the would in the abdomen area bring about a feeling of sadness in the painting,7,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Northern_Renaissance/martin-schongauer_altar-of-omgeving-1491.jpg,sadness
Impressionism,fear,claude-monet_shadows-on-the-sea-at-pourville,2,The water seems like it filled with some weird creatures,new,train,10,the water seems like it filled with some weird creatures,6,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Impressionism/claude-monet_shadows-on-the-sea-at-pourville.jpg,fear
Pop_Art,contentment,lourdes-castro_ver-o-1991,3,I have absolute feeling of contentment.  I am feeling contentment as I lay on the sandy beaches of Florida.,new,train,19,i have absolute feeling of contentment i am feeling contentment as i lay on the sandy beaches of florida,2,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Pop_Art/lourdes-castro_ver-o-1991.jpg,contentment
Rococo,sadness,joshua-reynolds_the-infant-samuel-at-prayer,22,The boy looks sad and worried and pleading.,new,train,8,the boy looks sad and worried and pleading,7,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Rococo/joshua-reynolds_the-infant-samuel-at-prayer.jpg,sadness
Rococo,sadness,joshua-reynolds_the-infant-samuel-at-prayer,22,The child is kneeling in a prayer like they ever hopeful for something serious,new,train,14,the child is kneeling in a prayer like they ever hopeful for something serious,7,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Rococo/joshua-reynolds_the-infant-samuel-at-prayer.jpg,sadness
Rococo,fear,joshua-reynolds_the-infant-samuel-at-prayer,22,"In a stark contrast the the children in the first image who look content, this child looks alone and fearful.",new,train,20,in a stark contrast the the children in the first image who look content this child looks alone and fearful,6,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Rococo/joshua-reynolds_the-infant-samuel-at-prayer.jpg,fear
Baroque,sadness,rembrandt_jacob-blessing-the-children-of-joseph-1656,9,It looks like they are saying goodbye to someone that's about to pass away.,new,train,15,it looks like they are saying goodbye to someone that is about to pass away,7,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Baroque/rembrandt_jacob-blessing-the-children-of-joseph-1656.jpg,sadness
Naive_Art_Primitivism,sadness,marc-chagall_they-were-in-forty-pairs-1948,25,the sadness of all these naked people with their Goddess doing a performance is very jeremaid,new,train,16,the sadness of all these naked people with their goddess doing a performance is very jeremiah,7,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Naive_Art_Primitivism/marc-chagall_they-were-in-forty-pairs-1948.jpg,sadness
Northern_Renaissance,contentment,martin-schongauer_madonna-on-the-turf-bench,32,The virgin mary looks content with the baby jesus,new,train,9,the virgin mary looks content with the baby jesus,2,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Northern_Renaissance/martin-schongauer_madonna-on-the-turf-bench.jpg,contentment
Northern_Renaissance,contentment,martin-schongauer_madonna-on-the-turf-bench,32,This mother and child look completely safe and happy. The scene is peaceful.,new,train,13,this mother and child look completely safe and happy the scene is peaceful,2,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Northern_Renaissance/martin-schongauer_madonna-on-the-turf-bench.jpg,contentment
Early_Renaissance,fear,domenico-ghirlandaio_decoration-of-the-sala-del-gigli,10,"the way the centre person is looking to his right, he looks like he is very upset at that guy and  will hurt him",new,train,24,the way the centre person is looking to his right he looks like he is very upset at that guy and will hurt him,6,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Early_Renaissance/domenico-ghirlandaio_decoration-of-the-sala-del-gigli.jpg,fear
Naive_Art_Primitivism,disgust,david-burliuk_ploughing-the-field(1),9,"A flaming field, with some kind of animal in red face making it's way to doom",new,train,17,a flaming field with some kind of animal in red face making it is way to doom,5,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Naive_Art_Primitivism/david-burliuk_ploughing-the-field(1).jpg,disgust
Pop_Art,sadness,lourdes-castro_ver-o-1991,3,I could never do a headstand so I am jealous of her agility.,new,train,13,i could never do a headstand so i am jealous of her agility,7,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Pop_Art/lourdes-castro_ver-o-1991.jpg,sadness
Pointillism,fear,edouard-vuillard_my-grandmother-1892,15,The dotted amounts of red seem like she is coughing blood,new,train,11,the dotted amounts of red seem like she is coughing blood,6,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Pointillism/edouard-vuillard_my-grandmother-1892.jpg,fear
High_Renaissance,fear,pietro-perugino_martyrdom-of-st-sebastian,20,These people are aiming and shooting arrows at each other,new,train,10,these people are aiming and shooting arrows at each other,6,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/High_Renaissance/pietro-perugino_martyrdom-of-st-sebastian.jpg,fear
High_Renaissance,anger,pietro-perugino_martyrdom-of-st-sebastian,20,The four people are fighting with bow and arrows,new,train,9,the four people are fighting with bow and arrows,4,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/High_Renaissance/pietro-perugino_martyrdom-of-st-sebastian.jpg,anger
Color_Field_Painting,awe,charles-hinman_untitled-from-the-on-the-bowery-portfolio-1969,11,The way the colors are placed makes it look like it's real.,new,train,13,the way the colors are placed makes it look like it is real,1,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Color_Field_Painting/charles-hinman_untitled-from-the-on-the-bowery-portfolio-1969.jpg,awe
Early_Renaissance,anger,domenico-veneziano_matteo-olivieri-1450,5,her stern looks makes me react to giving that same look,new,test,11,her stern looks makes me react to giving that same look,4,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Early_Renaissance/domenico-veneziano_matteo-olivieri-1450.jpg,anger
Mannerism_Late_Renaissance,fear,titian_perseus-and-andromeda-1556,28,The woman is scared of the demon coming towards her,new,train,10,the woman is scared of the demon coming towards her,6,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Mannerism_Late_Renaissance/titian_perseus-and-andromeda-1556.jpg,fear
Color_Field_Painting,disgust,helen-frankenthaler_untitled(1),5,The roughness of the texture would make for a depressing sew,new,test,11,the roughness of the texture would make for a depressing sew,5,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Color_Field_Painting/helen-frankenthaler_untitled(1).jpg,disgust
Rococo,disgust,bernardo-bellotto_a-view-of-the-lobkowicz-palace-in-vienna-1761,7,"the road looks dirty and smelly, like a pastoral blandness came over it.",new,train,13,the road looks dirty and smelly like a pastoral blandness came over it,5,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Rococo/bernardo-bellotto_a-view-of-the-lobkowicz-palace-in-vienna-1761.jpg,disgust
Rococo,disgust,giovanni-battista-tiepolo_the-banquet-of-cleopatra-1744,1,"These are rich folks who are partying and enjoying themselves, probably at the expense of the poor.",new,train,17,these are rich folks who are partying and enjoying themselves probably at the expense of the poor,5,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Rococo/giovanni-battista-tiepolo_the-banquet-of-cleopatra-1744.jpg,disgust
High_Renaissance,anger,cima-da-conegliano_st-jerome-in-a-landscape,20,The old man is angry.  He is angry because his pet lion killed his chickens.,new,train,15,the old man is angry he is angry because his pet lion killed his chickens,4,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/High_Renaissance/cima-da-conegliano_st-jerome-in-a-landscape.jpg,anger
Rococo,contentment,dmitry-levitzky_portrait-of-f-p-makerovskiy-in-masquerade-costume-1789,4,the boy seems confident and happy to be where he is,new,train,11,the boy seems confident and happy to be where he is,2,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Rococo/dmitry-levitzky_portrait-of-f-p-makerovskiy-in-masquerade-costume-1789.jpg,contentment
Color_Field_Painting,sadness,sven-lukin_snug-2010,4,this oddly reminds me of a flamingo that has passed out or fallen,new,train,13,this oddly reminds me of a flamingo that has passed out or fallen,7,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Color_Field_Painting/sven-lukin_snug-2010.jpg,sadness
Ukiyo_e,disgust,keisai-eisen_shimada-station-shimada-shuku-no-24-from-an-untitled-series-of-the-fifty-three-stations-of-the(1),4,"Rather than flying upwards, this paining shows a woman, shoeless, rooted to the ground. the colors are muted, rather than joyous. She looks like she is vomiting a fish.",new,train,29,rather than flying upwards this painting shows a woman shoeless rooted to the ground the colors are muted rather than joyous she looks like she is vomiting a fish,5,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Ukiyo_e/keisai-eisen_shimada-station-shimada-shuku-no-24-from-an-untitled-series-of-the-fifty-three-stations-of-the(1).jpg,disgust
Expressionism,sadness,jean-paul-lemieux_julie-et-l-univers,1,The person has this melancholy expression with how they seem indifferent and they are only standing still and small.,new,train,19,the person has this melancholy expression with how they seem indifferent and they are only standing still and small,7,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Expressionism/jean-paul-lemieux_julie-et-l-univers.jpg,sadness
Naive_Art_Primitivism,contentment,marc-chagall_three-angels-visit-abraham-genesis-xviii-1-8,3,A group of angels are gathered around a table.,new,train,9,a group of angels are gathered around a table,2,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Naive_Art_Primitivism/marc-chagall_three-angels-visit-abraham-genesis-xviii-1-8.jpg,contentment
Naive_Art_Primitivism,excitement,marc-chagall_three-angels-visit-abraham-genesis-xviii-1-8,3,THE PEOPLE IN THE IMAGE GIVES ME EXITEMENT,new,train,8,the people in the image gives me excitement,3,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Naive_Art_Primitivism/marc-chagall_three-angels-visit-abraham-genesis-xviii-1-8.jpg,excitement
Ukiyo_e,excitement,utagawa-kunisada_not_detected_240342,1,Violence is rampant in the country but this domestic violence is very staggering.,new,train,13,violence is rampant in the country but this domestic violence is very staggering,3,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Ukiyo_e/utagawa-kunisada_not_detected_240342.jpg,excitement
Naive_Art_Primitivism,anger,marc-chagall_they-were-in-forty-pairs-1948,25,"the red of the painting and the women seem to be dancing ina fire, and invokes anger",new,train,17,the red of the painting and the women seem to be dancing ina fire and invokes anger,4,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Naive_Art_Primitivism/marc-chagall_they-were-in-forty-pairs-1948.jpg,anger
